PDB_ID	Chains
5UIO	A,B,C,D,E
3KXI	A
4AGW	A,B
5PAA	A,C
5X1L	A,B,C
3A12	A,B,C,D,E,F,G,H,I,J
8OV1	A,B
7QIE	A,B,C,D
2G8X	A,B
5H41	A,B,C,D
4EM4	A,B
2D64	A
7T79	A,B
1H70	A
6OWP	A,B
6OIQ	A
1HNN	A,B
7M32	A,B,C,D
3I6D	A,B
2GF3	A,B
3Q3U	A
6M1D	A,B,C,D
6DCR	A,B
2Y4A	A,B,C,D
1N5M	A,B,C
3V6K	A,J,P,B,K,M
2DH4	A,B
6IAG	A,B,C,D
4J5G	A,B
5DYT	A,B,C,D,E,F,G,H,I
2P0M	A,B
3OXA	A,B,C,D
5RT3	A,B
2A4N	A,B
1AG1	O,T
2Q53	A,B
3VDB	A,B,C,D
7MAH	B,A
1BF9	A
5RLA	A,B,C
6UK6	A,B,C,D
3GB9	A,B,C
2B8O	L,H,T
8DYJ	B
4OEX	A
4YW8	A
3NI2	A
3CUF	A
6RVK	A
5EUN	A
1KCD	A
3D50	A
2C3C	A,B
3WRK	A,D
4JZO	A,B,C,D,E,F,G,H,I,J,K,L
6ASH	A
3KQO	A,B
5F78	A,B,C,D,E,F
3SJE	A,B,C,D,E
6CBH	A,B,C
7D2X	A
6W4K	A,B
7FQZ	A
5DW5	A,B
7TWH	A,B
7WNP	X
6EEH	A
7L14	A,B
5TZ8	A,C,B
5MTD	A,B
7EHJ	A,B
7CJO	A,B
6WQ9	A
3NSF	A
4O37	A,B
3GE3	A,B,C,E
5RV6	A,B
6QY6	A
1NNS	A,B
5J9M	A
5ZGU	A,B
5LL8	A
6SEY	A
4YVV	A,B
3HIK	A,B
2CNK	A,B,I
6VUU	A
3IEJ	A,B
1QZT	A,B,C,D
2F6L	A,B
6WN2	A,B
2RJ4	A
5Z5A	A,B,C
1OKL	A
3QM0	A
5FNL	A
3RZ1	B
3K65	A,B
5X1W	A,B,C,D
1YOU	A,B
7RST	A,B,C,D
5GZU	A,B
4W4H	A,B
1RSN	A,B
4XFG	A
5KP4	A,B
1CAK	A
4U18	A,B,C
3HQ4	R,O,P,Q
2ONN	A,B,C,D,E,F,G,H
1YPM	L,H,I
5ZZ1	A,B,C,D
3B4F	A
5SL7	D
3C9E	A,B
3ALL	A,B
4CO9	A,B,C,D
5F5I	A,B
3MS3	A
5HDU	A,B
2YBP	A,B,C,D
5O1U	A,B
4KCO	A,B
3O1V	A,B,C
2YZG	A,B,C
4ISS	A,B
5DPE	E
2C1I	A
6WF3	A,B,C,D,E,F,G,H,I,J,K,L
1YF0	A,B,C,D,E
4GWS	A,B
2E1M	A,B,C
2WET	A,B,C,D
3T82	A
3ZKG	A,B
2PAD	A
1MJB	A
7CKK	A
5GZV	A,B,C,D
5PJX	A
5V4W	A
6F50	A,B
6GLL	A,B
5Y4I	A
2OC7	A,B,C,D
3UDR	A
7AR5	A
5TVS	A,B
1IPE	A,B
2VGC	A,B,C
4URG	A,B
5BUR	A,B
3QN8	A,B
5PM9	A
3MSN	A
1U60	A,B,C,D
1ONS	A
7K7P	B
3G0G	A,B,C,D,E,F,G,H,I,J,K,L
3PJR	Y,Z,A
3FXY	A,B,C,D
2WVH	A,B,E,F,V,X,Y,Z
3FCL	A,B
1YGY	A,B
1S2V	A,B,C,D
2VS4	A,B,C,D
5L1R	A
7LPG	B,C,D,E,A
5D81	A
4WQ6	A,B
2UYB	A
6CDZ	A,B
2F2T	A,B
5QE7	A
3TVJ	A,B,I
3H9C	A
1DDU	A,B
1S0A	A,B
2AEC	A,B,C,D,E,F
6ODZ	A
7MA2	B,A
5SOX	A,B
5VTJ	A
2VP0	A,B
3VDQ	A,B,C,D
2IKF	A,B
7VDY	A,B
4EJ1	A,B,C,D
1FR9	A
4BFU	A,B
4HVA	A,B,C,D
4CS4	A
6RMP	A
7V17	A
3IU8	A
3X0C	A,B
4RA4	A
1UK7	A
2J4L	A,B,C,D,E,F,G,H,I,J,K,L
4YBR	A,B
5RH1	A
8E0T	A,B,C,D
4QA7	A,B
3QZR	A,B
4FX9	A,B
1CNH	A
1SGI	A,B,D,E
1BLI	A
7RFR	A,B
1BIC	A
2HVN	A
5JZY	L,H,I
2VP6	A,B,C,D,E,F,G,H
1BID	A
3ZGV	A,B
7EM4	A,B
6WQF	A
3OOH	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R
2BWT	A
2AFQ	A,B,C,D
4KIJ	A
1DCO	A,B,C,D,E,F,G,H
3LQL	A
6ZT7	A,B,C
4XWZ	A,B
2VMN	A
6H29	A
6JSE	A
2AN3	A,B
4W84	A,B
7A7C	A,B
4CHA	A,B,C,E,F,G
4MOR	A,B,C,D
3VMW	A,B
1W37	A,B,C,D
1KXT	A,B,C,D,E,F
4COT	A
2D7G	A,B,C,D,E,F,G,H
2H48	A,B,C
7LF1	A,D,E,F,G,H,I,K,L,O,P,Q,R,B,C,J,M,N
5RSO	A,B
5RL6	A,B
6KFC	A,B
4WXP	A
2OYT	A,B,C
1CCA	A
1RF6	A,B,C,D
6G0M	A
7XAB	A,B
5EC7	A,B,C
7TWO	A,B
7WGB	A,B,C,D,F,E,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
7AHA	A
4C5A	A,B,C
4DJL	A
2Z5X	A
1Y6V	A,B
3ELB	A
1YGC	H,L
1K9Z	A
6H90	A
6A1A	A
2HEH	A
3PQA	A,B,C,D
4KQI	A
3FH4	A
5X3C	A
5S4J	A,B
5IW8	A,B
5FKR	A
5KH3	A
1BP4	A
2CMC	A
6PN9	A,B
1BCD	A
4QFM	A
5PMB	A
4E67	A,B
5VWR	A
4KEN	B
8DHG	A
7NZR	A
6Q9P	A,B
3HF5	A,B,C,D
1YRR	A,B
2J5C	A,B
2JH5	C,D,H
3EFT	A
2C0H	A
3S9Y	A,B,C,D
3MDM	A
4GJ9	A,B
2JEZ	A,B
3M4Z	A
4RJL	A
4LGG	A,B
4N5S	B,C,A
2XI3	A,B
3KCY	A
3UFM	A,B
4JY3	A,B
3ZMQ	A,C
5EVB	A
2VN9	A,B
4L55	A,B
2ZUU	A,B,C,D
6Q28	A,B,C,D
2F9R	A,B,C,D
2C12	A,B,C,D,E,F
1IHD	A,C
6PYP	A,B
5H00	A,B,C,D
3L58	A,B
5ALT	A
1OOK	A,B,P,G,C
4KXW	A
5RV4	A,B
2Y99	A,B
4Q90	A
2H21	A,B,C
2Y9N	A
3F8Z	A
6B6D	A
5RVA	A,B
1UOE	A,B
1OJ9	A,B
5J9W	E,F,G,H,A,B,C,D,I,J,K,L
5KPG	A,B
5A1G	A
4DY1	A
5VUJ	A,B
3EVR	A
5EXL	A
3AF2	A
2WE3	A
6R79	A,B,C,D
7SSK	A
3A5Q	A,B
4GX6	A,B
4MOI	A,B
4NDF	A,B,D,E,G,H
4FVO	A
4N3B	A,B
4I0G	A
6R59	A,B,E,C
6PX9	A,B,C,D,E,F
3GOI	A
4DPX	A,B
1RYS	C,D,E,F,A,B
5ILD	A
1Q2B	A
4QHV	A
6MBK	Y,A,Z,B
4QTL	A
2Z2C	A,B,C,D
6F3P	A,C
3IFW	A,B
4QA0	A,B
1ZAL	A,B,C,D
4I0I	A,B,C
3RMX	A,B,C,D
4U0J	A
5RT0	A,B
2E92	A,B
6UFN	A
2QPM	A,B,C,D
6B1C	A,B,C
1NVG	A
7YHI	A,B
3WJY	A
2AQK	A
1FSN	A,B
6QRX	A
1EC9	A,B,C,D
1IQY	A,B
4HCO	B,A
1YP4	A,B,C,D
6ZR8	A
6L8L	A,B,C,D
7F1D	A
6GB4	A
3BGT	A,B,C,D
4BX3	A,B
4X8V	H,L
4DCO	A,B,C,D,E,F
4EE5	A,B,C,D,E,F
1DXO	A,B,C,D
8AOU	A
6B7Y	A,B
1YDC	A
6F5Q	A
2HE5	A,B,C,D
3F91	A
6GLT	A
2C2M	A,B,C
3NPS	A,B,C
3U8U	A,B,C,D,E,F
3P6O	A
7T5J	A,B
3NN0	X
3RP6	A
2JXF	A
4D30	A,B
4GQR	A
1BZC	A
3KE0	A,B,C,D
4WIF	A,B
3GHC	A
2QY0	A,B,C,D
6EMI	A,B
2V29	A,B
4E2V	A
3HCE	A,B
3G59	A
6ESJ	A,B,C,D,E,F
7XLP	A
3NQ1	A,B
5MVC	A
5OU5	A,B,C,D
6RVB	A,B,C,D
8FR4	A
5AF7	A,B
1R6W	A
3F5L	A,B,C,D
7ZQ1	A,B
2HBY	A,B,C
3DQ0	A,B,C
5J9N	A
8D46	A,C,D,B
6S9Z	A
1SDU	A,B
1BNT	A
5CCE	A
4U9Z	A
6SQU	A,B
5GXG	A,B
5PZV	A,B,C,D
1BMQ	A,B
3DVD	A
6BGV	A
2EX4	A,B
2OC4	A
3DFQ	A,B,C,D
6MP8	A
4HL1	A,B
3BIU	L,H,I
1DGP	A,B
7XN9	A
3R3Z	A,B,C,D
7OQF	A,B
1DVJ	A,B,C,D
2UZ1	A,B,C,D
6ZY8	A,B,D,E,F,C
6UCW	A,B
3U47	A
5X2V	A,B,C,D
2AS3	A
6RV9	A,B,C
3GID	A,B
1P1R	A,B,C,D
7A71	A
3U3R	A
7RN0	A
7Z2Y	A
1CXW	A
3I1Y	A
4C5U	A,B,C,D
4L4D	A
7Y4D	A,B
3AU7	A
1D0V	A
6KLZ	A
7K93	A,B,C,D,E,G,I,K
4QW8	A,C,D
2O48	X
3UQG	A,B
2WIJ	A,B,C,D
6G8U	A
1EX3	A
2YBK	A,B
2XIN	A,B,C,D
5TJL	A,B
5PI7	A
6PDF	A
1FBP	A,B
5QAK	A,B,C,D
1OAD	A,B
5TDS	A,B,C,D,E,F
4OY4	A
5RHA	A
2FXL	A
4YJ5	A,B,C,D
3TFU	A,B
1NG3	A,B
8DZ1	A,B
4BEN	A,B,C,D
5L9Z	A,B
7RSA	A
7FQP	A
2Z1X	A
6CFQ	A,B
5ZJA	A,B,C,D
2FZN	A
2GFK	A,B
6KMN	A,B,C,D
2UYU	A,E
2QQS	A,B,C,D
6IE2	A,B,C,D,E,F,G,H
6FBI	A,B,C
1AK5	A
1HE2	A
5SY2	A,B
6SLT	A,B
7W59	A,C,E,4,G,J,L,M,N,O,P,R,S,T,U,V,W,B,F,H,b,X,I,y,Y,a,c,d,f,e,g,v,w,u,x,Q,h,i,j,k,m,l,n,o,p,q,r,s,t,K
4G7A	A,B
7DDC	A
5DRC	A
4C80	A
6GB0	A
3JUR	A,B,C,D
6LD4	A
6D4F	A
5QCD	A
4YNM	A,B
1XIV	A
4CAN	A,B
3EHW	A,B,C,X,Y,Z
2PJR	C,D,H,I,A,B,F,G
6QNH	A
5QFH	A
5ZLZ	I,E
3B7T	A,B
3QZ7	A,P,T
2D7E	A,B,C,D
2VEU	A
2FJM	A,B
5VUL	A,B
1PE1	A,B
1A3G	A,B,C
6BF8	A,B
3B8V	A,B,C,D
1W28	A
3OGZ	A
6EMV	A,B,C
6AYO	A,B
5SRR	A,B
1TMX	A,B
3N6F	A,B
6H8V	A,B
5CZS	A,B,C,D
1KTS	A,B,C
3GJQ	A,B,C,D,E,F
2FUC	A
4GWD	A,B
2Z29	A,B
5KQR	A
5JO3	B
3GRT	A
2BK3	A,B
6QAD	A,B,C,D
1DJ9	A
1THJ	A,B,C
4KZ6	A,B
4ZUH	A,B,C
4E9R	A
1QIB	A
3VST	A,B,C,D
2WO9	A,B,C,D
2Y7E	A,B
2AJP	A,B
7FE4	A,B,C
4M0L	A,B,C,D,E,F
1IUW	A
6OTI	A
6PN3	A,B
6A23	A
7QT6	A
4OEW	A
2ANK	H,L,P
3KC1	A,B,C,D
4Q83	A
4J0D	A,B
4GAH	A,B
1L0W	A,B
4MOY	A,B
3FM9	A
5J94	A
2HI1	A,B
6H33	A
5HVV	A,B,C
6D5Q	A
4GWX	A
7OU9	A,B
6GH2	A,B
1KV5	A,B
3U2O	A
6ETW	A
6YLJ	A,B
3HS4	A
5NEK	A,B,C,D
8GWR	B,A
2D2X	A,B
2Y33	A
1Y1N	A
3ME3	A,B,C,D
4HKP	A,B
6NNR	A,B
6WJT	A,B,C,D
7AUZ	A
2A0Y	A
1XAA	A
4XIU	B,C,A
3I25	A,B,C
1C86	A
2WBY	A,B,C,D,E,F
4TIM	A,B
6BHG	A,B
6YGY	A
3V3O	A,B,C,D
6HMG	A
3WV2	A,B
7MYI	A,B
3FJX	A
4TRM	A,B,C,D,E,F
8DKH	A
1AJD	A,B
4DGG	A,B
6RH4	A
4HQR	A,B,E,F
2AY2	A,B
6Z8L	A,B,C,D,E
7A04	A,B
6OZN	A,B,C,D
3B7S	A,B
2FFY	A,B
6KS1	A,H,L
6Y4Z	A,B,C,D
4GID	A,B,C,D
7RCL	A,B,C,D
1RPH	A
2XJC	A
1RKP	A
3SYI	A
5KAM	A,C
1ROB	A
4FLO	A
4CH6	A
4UGE	A
6MGL	A,B,C
4RWO	B,C,A
7D56	C,B,A
8AUA	A,B
7NGC	A,B,C,D,E,F,G
4GMH	A
3R7S	A,B,C,D
5RTH	A,B
2Z26	A,B
3SZ0	A
6DS6	A
2WIL	A,B,C,D,E,F
1ZB9	A,B
6FU6	A,B
8CZX	A,B
3UDM	A
4BF1	A
3ANK	A,B
3LDX	L,H,I
7JN9	A,B
4AND	A,B
1R3E	C,D,E,A
6SWC	2,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,0,3,5,4,6,7,8,9
6UJ1	A,B
2RDZ	A,B,C,D
1YYQ	A,B
5S3L	A,B
1BQ2	A
5O28	A,B,C,D
2NVD	A
3WRH	A,E
4CQD	A,B
1W8O	A,B
2VS3	A,B,C,D
5M21	A,B,C,D,E,F,G,H
8CHO	A
5TVY	A,B
6RMS	A
3O4T	A
1JDF	A,B,C,D
5SZ0	A
2BWW	A
2HEG	A,B
5WP4	A
2X3Y	A,B,C,D,E,F,G,H
5PIC	A
2Q1Q	A
4MIM	A,B,C,D
6MOZ	A,B
4OHW	A
3EV4	A,B
1U74	A,B,C,D
4CQ0	A
1OT1	A,B,C,D,E
2QK5	A,B
2AWZ	A,B
4ISL	B,A
5RL1	A
3PGT	A,B
4JSE	A,B
4UUI	A,B,C,D
5X1M	A,B,C
5WS7	A,B
1DNW	A,C,B,D,E,F
2ZMM	A
1TMB	L,H,I,T
4HEY	A
1RNM	E
2QFQ	A
4ZSM	A,B
4NDI	A,B,D,E,G,H
6W4O	A,B,C,D,E,F,G,I,J,K,L,M,O
3HCC	A,B
6CQU	A,B,C,D,E
5TJS	A
5ZPC	A,B
3VSX	A,B
3OWU	A,B,C,D
4J67	A
5QDR	A
1S3Y	A
6LD2	A
5CEV	A,B,C,D,E,F
1FJH	A,B
5EGB	C,D,A
7BO4	A,B,C,D,E,F
3VL2	A
1IUP	A
2DRB	B,A
1BS0	A
7Q7B	A
3EDG	A
3L8G	A
1GG5	A,B,C,D
7U4L	A,B,C,D
3P3H	A
6WRH	A
5IK9	A
4RN4	A
2BH3	A
1RP9	A,B,C,D
1JUK	A
4CMK	A,B,C,D
4GWG	A
1Z9W	A
1NRO	L,H,R
5GO2	A,B,C,D
1OQB	A,B,C,D,E,F
4PIZ	A
5GL7	A
5LPN	A,B,C
2ZH3	A,B
7A4X	A
2JXJ	A
3FII	A,B
4PZC	A,B,C
3D8W	A
5S2A	A,B
6UDP	A,B,C,D,E,F,G,H
3EMR	A
2FIR	L,H,T
3LXS	A,C
3D9C	A
1J80	A,B
4IMF	A,B
3HLB	A,B,C,D
6Q8Z	A,B,C,D
7FAQ	A
6NV8	A,B
5QFZ	A
3SXE	A
5PAT	A,B
2AOU	A,B
6N3Z	A
2V3D	A,B,C,D
3LCI	A,B,C,D
2PRL	A
4C1L	A,B
1C3L	A
4EHL	A,C,B,D
3DEG	A,B,E,F,G,I,J,K,C,D,H
3MQM	A,B
5BSR	A
6ZPE	A
2P69	A
4TYQ	A,B
1JOL	A,B
3D4Z	A
1LK5	A,B,C,D
3N69	A,B
3OCV	A
1ZXV	A,B
4IER	A
5QA4	A,B,C,D
2ZWT	A
4B6S	A,B,C
4K4B	A,B,C,D,E,F,G,H
2WO8	A,B,C,D
5NZO	B,A
5ZZ2	A
4FEA	A,B
4HTC	L,H,I
1J09	A
1CNX	A
4BAB	A,B,C,D
3AGF	A,B
5LGN	A,B
6Q6N	A,B,C,D
5A3U	A,B,C
7XO7	A,B,C,E,F
4N00	A
2EJR	A
1QHH	A,B,C,D
2HPA	A,B,C,D,E,F,G
3DV5	A,B,C
5QTO	A,B,C,D
4RF8	A,B
1F8I	A,B,C,D
1NUP	A,B
1QHO	A,B,C,D
1BJ9	A
1G38	B,C,E,F,A,D
6DQA	A
3ZNS	A,B,C
4UFF	H,I,L
2GPS	A,B
3GN2	A,B,C,D
5Y7J	A,B,C,D
4OML	A
6HDF	A,B
4ZXY	H,L
3UE8	A,B
1Q3F	B,C,A
1ENU	A
4Y9X	A
5QE4	A
3KWB	X,Y
5S29	A,B
3QZ1	A,B,C,D
7TOE	A,B,C,D
3DD3	A,B
7F22	A,B
2I5D	A
5RUL	A,B
1E8H	A,B
7AWI	A,B,C,D
3F68	L,H,I
7DW0	A,C
1UP7	A,B,C,D,E,F,G,H
2V3X	A,B
2VRO	A,B
2CJ1	A,B,C
7D5G	A,B
6MPY	A,B
2HRE	A,B,C,D
2AF3	C,D
1SDT	A,B
3ZBT	A
3NLQ	A,B
2CFD	A,B
1RNX	A
5RF0	A
1IZ3	A
6JX1	A,B
2A8B	A
4H4F	A,B,Q
4N2M	A
5Q02	A,B,C,D
3BYC	A
3DBK	A
3HF8	A
1R81	A,B
7VVU	Y,V,T,O,Q,S,U,A,B,N,D,P,W,I,X
1DTU	A,B,C,D,E,F
2J5K	A,B,C,D
3DFO	A,B,C,D
5GQG	A,B,C,D
6AYQ	A,B
1JUT	A,B
1LRO	A,B
7A6V	A
2WPB	A,B,C,D
2IZZ	A,B,C,D,E
6LHM	A,B,C,D,E
6OPL	A
4QLL	A,B,C,D,E
6FEI	A,B
6INK	A,B
4RTQ	A,F,G
6IE3	A
1RXE	A
1R4N	A,B,I,C,D,J,E,F,K,G,H,L
4V2K	A
3JW5	A,B
7WK5	A,B,C,D
5QBV	A,B
3I0G	A,B
6CPP	A
5EXM	A
3TO0	A,B
4WYP	A,B
4FXJ	A,B,C,D
4YB7	B,C,D,E,I,K,A,F,G,H,J,L
2Y6T	A,B,C,D,E,F,G,H
1SCD	A
3T62	A,D,B,E,C,F
2R9E	A,B,C,D
6W61	A,B
5D6M	A
1C9C	A
6AZJ	A,B
4B7Z	A,B
6A24	A
2GRU	A,B
5F01	A
4GQE	A,B
3F9O	A
3VK2	A,B,C,D
7M9O	B,A
1GRE	A
3A6D	A,B,C,D,E,F
2P6G	A,B,C,D,E,F
1RV4	A,B
1XI6	A
6BOV	A,B,P,V
1Q4T	A,B
3GMC	A,B
5YP4	A,B,C,D
2NYN	A,B,C,D
5QDD	A,B,C
7WBP	A,B,C
6ETF	A
3ACB	A
1KZI	A,B
6ILT	A,B
7KL2	A,B
2PKR	O,R,P,Q,A,B,C,D,H,I,L,M
3LWB	A,B
5U0G	A
2HWL	A,B,C,D,P
7DFK	A
4UMB	A,B,C,D
4RFC	A
3NB5	A
7ADN	A
7U4O	A,B,C,D,E,F
7LK1	A,B,C
1HW4	A
7C6U	A
5OU0	A
2AUX	A
2VBG	A,B
4KFN	A,B
4PQE	A
4ICC	X
4B3L	A,B,C,D,E,F
1ZUM	A,B,C,D,E,F,G,H,I,J,K,L
6ICT	A,B,C,D,E,G,H,I
6KM6	A
5QCF	A
3CPR	A,B
5RTR	A,B
7ZLT	A,B,C
7OZX	A,B,C,D
3QLP	H,L,D
7SNI	A,B,C,D
5WQ2	A
1SW3	A,B
5D09	A,B,C,D
4EHN	A,B
5ZYE	A
3NQ0	A,B
3PTA	A,B,C
1DEW	X,Y,U,V,A,B
3SX6	A
7EZQ	A
1PHZ	A
1G11	A
3M2N	A
5REO	A
5S3S	A,B
5QAA	A,B,C,D
2QQE	A,B
5UJX	B,A
1A46	L,H,I
2VRL	A,B
6F8O	A
7VUH	A,B,G,N,R
3MUN	A,B
6ABM	A
2D0U	A,B
2GA3	A,B
6GCL	A,B,C,D
4FIA	A
4OTA	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R
4D1V	A
1ZXM	A,B
7E0P	A,B
7KMS	F,A,C,B,D,E,G,H,I,J,K,L,M,N
4QI5	A,B,C
6CEE	A
5DY5	A
3LI5	A
7LZB	A
6R6W	A,B,C,D
2R97	A,C
3QKQ	A
5I6E	A
2J9G	A,B
5HXO	A
2ZHE	L,H,I
5H0K	A
6EO6	D,L,H
1L0F	A,B
6S9K	A,B
2H54	A,B,C
1R7E	A
7BRS	A,B,C,D
5UNT	A,B
7PUI	A
5NWH	A,B
4ZZV	A,B
5H5R	A,B
8I1C	A,B
1RJP	A
1L6F	A,B
4U8I	A,B,C,D
6AC1	A,B
4WDW	A,B
5KP3	A,B
6E68	A,B
5ZP8	A,B
4X6N	A,H
5CB3	A
6H45	A,B
4D9N	A,B
3RII	A,B
1VGN	A,B
2HGZ	A
1NDH	A
1SU1	A,B,C,D
2VP2	A,B
5Y02	A,B,C,D,E,F,G,H,I,J,K,L
1ZKQ	A
7KU0	A
3PPH	A,B
6BTG	A
6GCP	A,B,C,D
1XEG	A
1LGD	A
3N4C	A,B
2QQ7	A,B
7FRJ	A
1ME9	A
6M81	A,B,C,D
3LD5	A
6MH3	A
7CMD	A,B,C,D
5Q00	A,B,C,D,E,F,G,H
5A7Q	A,B
6OY8	A,B,C
2G09	A,B
2NW8	A,B
4RPP	A,B,C,D
3MF0	A,B
2YAR	A
7C62	A
6FXQ	A,B,C,D,E
6L8W	A
3C0Z	A,B,C
5T25	A,B
5IOJ	A,B
6RTV	A,B
4IEM	A,E,F,G,B,H,I,J,C,K,L,M,D,N,O,P
2AA9	A
1RJM	A,B,C
2ACI	A,B,C,D
1NTO	A,B,C,D,E,H
4ACZ	A,B
3BIH	A
3TW6	A,B,C,D
7ZM3	A,B
3IXL	A
7K1R	A,B,C,D
5QJD	A,B,C,D
5RTQ	A,B
7NIJ	A
7QAD	A
2XM7	A
1LS6	A
6GFH	A,B
1JVT	A,B
7FRE	A
1MYP	A,C,B,D,E,F,G,H,I,J
7CGR	A,B,C,D
2MDJ	A
4O57	A
5F7Z	A,B,C,D,E,F
3DJI	A,B,C,D,E,F
3G1P	A,B
6VP5	A,B,C,D
1GEK	A
4UG5	A
7D49	A
4YUB	A,B
5HCU	A,B
3OL5	A
3OYQ	A
3BLB	A
4LVG	A,B
1RGE	A,B
2R8H	A,P,T
3TOB	A
7TEH	A
2AH9	A,B,C,D,E,F
2XZD	A,B,C,D,G,H
3LCW	A,B,C,D
8E61	A,B
4XI9	A,B,C,D,E,F,G,H
4I3K	A,B
3GDK	A,B,C,D
7Q1O	A,B,C,D
4PGM	A,B,C,D
7M9H	B,A
4K28	A,B
3FAH	A
2VVQ	A,B,C,D,E
3Q8W	A,B
2JJF	A
1NVD	A,B
5TKL	A
5OP6	A
1PYO	A,B,E,C,D,F
4BTY	A,B,C,D,E
4DU8	A,B
5X3K	A,B,C,D
6CHA	A,B,C,E,F,G
3RH1	A
7V7Z	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,a,b,c,d,e,f,g,h,i,j,k
2Y77	A
4BAY	A,B
6UMC	A,B,C,D
6HC7	A,B,C
4USA	A
1AEQ	A
4BGE	A,B,C,D,E,F
1VEY	A,B
6FPU	A
6MH0	A,B
6VLB	A,B
7L0N	B,A,D,C,L,H,N,M,E,F,R,S,G,I
4FVL	A,B,C,D
1BHX	A,B,F,E
4MK4	A,B
3RQK	A,B
1ANJ	A,B
1ZPZ	A
2VCC	A
2ZSA	A
3CJ2	A,B
1OUM	A,B,C
8G41	A,B
3BIE	A,B,C
3FX5	A,B
3ELM	A,B
4L56	A
5I60	A,B
2XQG	A,B,C
5FWQ	A
1Z5P	A
1ELX	A,B
2PAR	A,B
5QD5	A,B,C
3KD9	A,B,C
5GOZ	A,B,C
5AI6	A
1NHT	A
6IBS	A,B
4JPE	A
5VN1	A,B,C,D
1HXC	A
2G5P	A,B
7LKR	A,B
4LMF	A,B,C,D
4ASI	A,B,C,D,E,F
4MQR	A,B
7TFP	A,B,C
5ETF	A,B
1JXE	A
1NW7	A
1MKQ	A
6Q32	A
2N18	A,B,C
2A7O	A
5NI6	A
5TAJ	A
3S9U	A,B
3LEO	A
3NNZ	A,B
5SL1	D
5O43	A
3YPI	A,B
1C4V	1,2,3
2XCV	A
5HUI	A
7BQY	A,C
6FY4	A,B,C,D
3GLK	A
6VBE	A,B
3RMO	L,H,I
5Y7N	A
1HEI	A,B
4OGF	A
6YYT	A,B,C,D,P,Q,T,U
5RFX	A
5AM1	A
2VMP	A
5QFI	A
8OQC	A
4QWT	A,B,C,D
3A5S	A,B
3FUE	A
3DBN	A,B
3D0I	A,B,E,F
3FFP	X
3L5V	A,B,C
8E9S	A,B
5QC1	A,B
7ZSN	A
1QLG	A
2MG0	A
1JYN	A,B,C,D,E,F,G,H
6CM1	A,B,C
1FQO	A,B
4OC2	A,B,C,D,E,F
5G6H	A
6DDZ	A
5PMV	A
2GEW	A
2VFG	A,B,C,D
3TOG	A,B,C,D
5GHM	A,B
5QBU	A,B
6AAP	A
1Z3P	S,E
5M7S	A,B
6QND	A
6QS1	A,B,E,F,C,D,G,H,I
1WZ2	C,D,A,B
6HVF	A,B
6ROB	A
3MAR	A,B
5WLR	A
6AT2	A
4H3F	A,B
2PAK	A,B
5OGH	A
6A8T	A,B,C,D
1V4J	A,B
5RTS	A,B
7ZV4	A,B
2GVG	A,B,C,D,E,F
2VF2	A,B
2CNG	A
3BNU	B,A
2R0N	A
4XJM	A,B
2XP5	A
1WAU	A
1JG0	A,B
3ZWS	A
1TCM	A,B
4OQE	A,B
1UWV	A
7YEH	B,A,C,D
5I3V	A
5JT9	E
5KZE	A,B,C,D,E,F,G,H
7D1P	A
4OOH	A
7TEK	A
1XOQ	A,B
4ZQM	A
1Z93	A
3VWE	A
5JHZ	A,B
3DO0	A
3PNO	A,B,C,D
1DYU	A,B
6YBO	A
7UUC	A
2J18	A,B,C,D
1ZB8	A,B
4HOP	A,B,C,D,E,F
6SAS	A
4JUA	A
2W8J	A
8G39	A,B
6H10	A
5AKI	A
5QFT	A
6H93	A,B
4E3E	A,B
3D4J	A,B
8DS0	A,B
3T0K	A
1FP8	A
2DBX	A,B,C,D
4Q4C	A
4F0Y	A,B
5OX5	A
3M3X	A
4KE1	A
1LNF	E
8DDM	A
1NZQ	L,H,D
2PDN	A
7TLN	A
7AXM	A
6AM8	A,B,C,D
1HSG	A,B
1J2U	A,B,C,D,E,F
6YS0	A,B,C,D,E
2Y0I	A,S
8IVJ	A,B,C,D
1MW2	A,B,C
2XNI	A,B,C,D
5PLV	A
2IPA	A,B
3O9M	A,B
2IAW	A
2F38	A
1XOM	A,B
4RAN	A,B,C,D
6YEI	A,B,C,D,E,F
4JS3	A
1NG4	A,B
2JEJ	A,P,T
1GAH	A,B,C,D
6AIJ	A
2GVW	A
3RTS	A
4OI2	A
6UX2	A,B
2PXJ	A,B,I,J
7DDP	A,C
3JWP	A
5CJH	A,B
6ALN	A
2ZIA	A,B
4JJ7	A,B
4CRD	A
2YAX	A,B,C,D,E,F
1TEQ	X
5KAG	A,B,C,D,E,F,G,H,I,J,K,L
2ZJG	A,B
2PRM	A
3VWP	A
2V8H	A,B,C,D
6K8P	A,B,C,D
4IWV	A
3WRA	A,B
6H4T	A,B,C,D
5PHG	A
4A4L	A
1QF1	A
7WYL	A,B
